time,V(103),V(101),V(102),V(107),V(104),V(115),V(116),V(117),V(118),I(VDD),I(Vin),I(L1),I(L2)
2.080000000e-07,3.000000000e+00,2.463507229e+00,2.463322250e+00,2.684727232e-01,8.502292897e-01,8.382178637e-01,8.382178229e-01,8.270493651e-01,8.270493378e-01,-5.633898346e-04,-2.096133446e-05,4.796188219e-04,3.182717459e-04
2.090000000e-07,3.000000000e+00,2.571653475e+00,2.571502806e+00,1.724512918e-01,1.191695895e+00,1.178825952e+00,1.178825935e+00,1.166851179e+00,1.166851168e+00,-5.977098577e-04,-1.763847512e-05,5.136189235e-04,3.409690200e-04
2.100000000e-07,3.000000000e+00,2.675570394e+00,2.675439319e+00,1.195246443e-01,1.516245918e+00,1.503894127e+00,1.503894137e+00,1.492395601e+00,1.492395608e+00,-5.710858692e-04,-1.578300999e-05,4.925677715e-04,3.270371988e-04
2.110000000e-07,3.000000000e+00,2.774847874e+00,2.774728200e+00,8.828705136e-02,1.804703943e+00,1.793630198e+00,1.793630224e+00,1.783322922e+00,1.783322940e+00,-5.111038268e-04,-1.474220139e-05,4.411561718e-04,2.927110018e-04
2.120000000e-07,3.000000000e+00,2.869094029e+00,2.868981807e+00,6.796435465e-02,2.050029268e+00,2.040530088e+00,2.040530120e+00,2.031694863e+00,2.031694884e+00,-4.383232019e-04,-1.409129010e-05,3.779266585e-04,2.504042044e-04
2.130000000e-07,3.000000000e+00,2.957937082e+00,2.957830633e+00,5.348343569e-02,2.252278383e+00,2.244372892e+00,2.244372924e+00,2.237029599e+00,2.237029620e+00,-3.650587305e-04,-1.360292673e-05,3.139752918e-04,2.075722477e-04
2.140000000e-07,3.000000000e+00,3.041026324e+00,3.040925052e+00,4.251439593e-02,2.415262585e+00,2.408820901e+00,2.408820930e+00,2.402849037e+00,2.402849056e+00,-2.979355012e-04,-1.316828142e-05,2.552585546e-04,1.682226835e-04
2.150000000e-07,3.000000000e+00,3.118033717e+00,3.117937498e+00,3.394048839e-02,2.544398367e+00,2.539224798e+00,2.539224823e+00,2.534441651e+00,2.534441668e+00,-2.398713448e-04,-1.273994821e-05,2.044035411e-04,1.341276380e-04
2.160000000e-07,3.000000000e+00,3.188655602e+00,3.188564498e+00,2.715051538e-02,2.645423273e+00,2.641306478e+00,2.641306499e+00,2.637514313e+00,2.637514328e+00,-1.915376914e-04,-1.229900201e-05,1.620305272e-04,1.057106387e-04
2.170000000e-07,3.000000000e+00,3.252613134e+00,3.252527276e+00,2.174366605e-02,2.723703820e+00,2.720444150e+00,2.720444167e+00,2.717455974e+00,2.717455986e+00,-1.523774905e-04,-1.183845749e-05,1.276663919e-04,8.265947764e-05
2.180000000e-07,3.000000000e+00,3.309653739e+00,3.309573276e+00,1.741838694e-02,2.783924212e+00,2.781346352e+00,2.781346365e+00,2.778997852e+00,2.778997861e+00,-1.212655416e-04,-1.135595240e-05,1.003330837e-04,6.432138629e-05
2.190000000e-07,3.000000000e+00,3.359552652e+00,3.359477739e+00,1.393383379e-02,2.829999658e+00,2.827956515e+00,2.827956526e+00,2.826109767e+00,2.826109774e+00,-9.690337706e-05,-1.085079996e-05,7.889775964e-05,4.993841786e-05
2.200000000e-07,3.000000000e+00,3.402112536e+00,3.402043328e+00,1.109600795e-02,2.865107760e+00,2.863479612e+00,2.863479620e+00,2.862022320e+00,2.862022326e+00,-7.803388101e-05,-1.032296417e-05,6.226244434e-05,3.877512325e-05
2.210000000e-07,3.000000000e+00,3.437165913e+00,3.437102556e+00,8.750477806e-03,2.891776306e+00,2.890467748e+00,2.890467754e+00,2.889310405e+00,2.889310409e+00,-6.354081825e-05,-9.772869020e-06,4.945186473e-05,3.017781253e-05
2.220000000e-07,3.000000000e+00,3.464574182e+00,3.464516815e+00,6.776222052e-03,2.911986596e+00,2.910922735e+00,2.910922740e+00,2.909995066e+00,2.909995069e+00,-5.248294680e-05,-9.201235744e-06,3.964354150e-05,2.359497345e-05
2.230000000e-07,3.000000000e+00,3.484228986e+00,3.484177736e+00,5.079747027e-03,2.927275375e+00,2.926398054e+00,2.926398058e+00,2.925645483e+00,2.925645485e+00,-4.409228042e-05,-8.609187598e-06,3.216642044e-05,1.857650072e-05
2.240000000e-07,3.000000000e+00,3.496053001e+00,3.496007980e+00,3.589451093e-03,2.938825649e+00,2.938090071e+00,2.938090074e+00,2.937470553e+00,2.937470555e+00,-3.775591750e-05,-7.998155585e-06,2.648501016e-05,1.476314314e-05
2.250000000e-07,3.000000000e+00,3.499999848e+00,3.499961150e+00,2.250678527e-03,2.947543090e+00,2.946914953e+00,2.946914955e+00,2.946396290e+00,2.946396292e+00,-3.299221710e-05,-7.369804290e-06,2.217856676e-05,1.187258965e-05
2.260000000e-07,3.000000000e+00,3.496053734e+00,3.496021433e+00,1.021793194e-03,2.954117443e+00,2.953570591e+00,2.953570593e+00,2.953128234e+00,2.953128235e+00,-2.942723194e-05,-6.726079195e-06,1.892052411e-05,9.685697051e-06
2.270000000e-07,3.000000000e+00,3.484229859e+00,3.484203922e+00,-3.492884889e-04,2.959070390e+00,2.958585054e+00,2.958585056e+00,2.958200445e+00,2.958200446e+00,-2.678079708e-05,-6.077865907e-06,1.645481669e-05,8.030671292e-06
2.280000000e-07,3.000000000e+00,3.464575259e+00,3.464555065e+00,-3.519924321e-03,2.962778070e+00,2.962339930e+00,2.962339931e+00,2.961999614e+00,2.961999614e+00,-2.488731472e-05,-5.484012839e-06,1.456323746e-05,6.761363425e-06
2.290000000e-07,3.000000000e+00,3.437166904e+00,3.437152501e+00,-8.402907623e-03,2.965555646e+00,2.965152831e+00,2.965152831e+00,2.964845677e+00,2.964845677e+00,-2.353031302e-05,-4.877402981e-06,1.314747778e-05,5.810989490e-06
2.300000000e-07,3.000000000e+00,3.402113776e+00,3.402105186e+00,-1.492124743e-02,2.967638236e+00,2.967261815e+00,2.967261816e+00,2.966979443e+00,2.966979443e+00,-2.257471629e-05,-4.261124979e-06,1.208956905e-05,5.100805783e-06
2.310000000e-07,3.000000000e+00,3.359553468e+00,3.359550683e+00,-2.300424405e-02,2.969202653e+00,2.968845915e+00,2.968845916e+00,2.968582024e+00,2.968582024e+00,-2.191898625e-05,-3.638034151e-06,1.130067787e-05,4.571187545e-06
2.320000000e-07,3.000000000e+00,3.309654687e+00,3.309657673e+00,-3.258408861e-02,2.970381845e+00,2.970039741e+00,2.970039741e+00,2.969789591e+00,2.969789591e+00,-2.148664083e-05,-3.011029387e-06,1.071412655e-05,4.177375116e-06
2.330000000e-07,3.000000000e+00,3.252614025e+00,3.252622724e+00,-4.359431349e-02,2.971275822e+00,2.970944554e+00,2.970944555e+00,2.970704580e+00,2.970704580e+00,-2.121999992e-05,-2.382807676e-06,1.027977075e-05,3.885708083e-06
2.340000000e-07,3.000000000e+00,3.188656597e+00,3.188670923e+00,-5.596804338e-02,2.971959785e+00,2.971636498e+00,2.971636498e+00,2.971404019e+00,2.971404019e+00,-2.107542178e-05,-1.756084567e-06,9.959870537e-06,3.670853194e-06
2.350000000e-07,3.000000000e+00,3.118034813e+00,3.118054658e+00,-6.963702487e-02,2.972490233e+00,2.972172779e+00,2.972172780e+00,2.971945781e+00,2.971945781e+00,-2.101983121e-05,-1.133493637e-06,9.725980107e-06,3.513716584e-06
2.360000000e-07,3.000000000e+00,3.041026980e+00,3.041052214e+00,-8.453099673e-02,2.972909554e+00,2.972596324e+00,2.972596324e+00,2.972373295e+00,2.972373295e+00,-2.102809221e-05,-5.176097950e-07,9.556633403e-06,3.399889949e-06
2.370000000e-07,3.000000000e+00,2.957937788e+00,2.957968257e+00,-1.005769228e-01,2.973249471e+00,2.972939257e+00,2.972939257e+00,2.972719065e+00,2.972719065e+00,-2.108103932e-05,8.900912304e-08,9.435618082e-06,3.318491810e-06
2.380000000e-07,3.000000000e+00,2.869094782e+00,2.869130312e+00,-1.176991848e-01,2.973533643e+00,2.973225545e+00,2.973225545e+00,2.973007345e+00,2.973007345e+00,-2.116405691e-05,6.839585545e-07,9.350668005e-06,3.261289853e-06
2.390000000e-07,3.000000000e+00,2.774848584e+00,2.774888981e+00,-1.358191614e-01,2.973779631e+00,2.973472981e+00,2.973472981e+00,2.973256145e+00,2.973256145e+00,-2.126592014e-05,1.264811103e-06,9.292506497e-06,3.222058427e-06
2.400000000e-07,3.000000000e+00,2.675571142e+00,2.675616190e+00,-1.548552981e-01,2.974000378e+00,2.973694683e+00,2.973694683e+00,2.973478748e+00,2.973478748e+00,-2.137801099e-05,1.829234216e-06,9.254108131e-06,3.196083164e-06
2.410000000e-07,3.000000000e+00,2.571654257e+00,2.571703723e+00,-1.747231901e-01,2.974205330e+00,2.973900228e+00,2.973900228e+00,2.973684857e+00,2.973684857e+00,-2.149369127e-05,2.374969742e-06,9.230153107e-06,3.179794596e-06
2.420000000e-07,3.000000000e+00,2.463508042e+00,2.463561676e+00,-1.953357353e-01,2.974401286e+00,2.974096518e+00,2.974096518e+00,2.973881465e+00,2.973881465e+00,-2.160783765e-05,2.899840501e-06,9.216614582e-06,3.170491135e-06
2.430000000e-07,3.000000000e+00,2.351559301e+00,2.351616835e+00,-2.166033411e-01,2.974593046e+00,2.974288427e+00,2.974288427e+00,2.974073520e+00,2.974073520e+00,-2.171649135e-05,3.401757130e-06,9.210447416e-06,3.166130123e-06
2.440000000e-07,3.000000000e+00,2.236249845e+00,2.236311023e+00,-2.383643300e-01,2.974784930e+00,2.974480297e+00,2.974480297e+00,2.974265384e+00,2.974265384e+00,-2.182808585e-05,3.881516510e-06,9.210811368e-06,3.166130015e-06
2.450000000e-07,3.000000000e+00,2.118034747e+00,2.118101809e+00,-2.541761029e-01,2.975072091e+00,2.974764062e+00,2.974764062e+00,2.974546022e+00,2.974546021e+00,-2.297265686e-05,4.588183205e-06,9.346378161e-06,3.255185127e-06
2.460000000e-07,3.000000000e+00,1.997380548e+00,1.997457518e+00,-2.531058900e-01,2.975568159e+00,2.975252505e+00,2.975252505e+00,2.975027405e+00,2.975027405e+00,-2.582644069e-05,5.699570381e-06,9.650914626e-06,3.456412320e-06
2.470000000e-07,3.000000000e+00,1.874763416e+00,1.874854462e+00,-2.238268691e-01,2.976333430e+00,2.976007752e+00,2.976007752e+00,2.975773340e+00,2.975773340e+00,-3.037267489e-05,7.229849630e-06,1.005111759e-05,3.721711558e-06
2.480000000e-07,3.000000000e+00,1.750666905e+00,1.750776227e+00,-1.549112046e-01,2.977395783e+00,2.977058930e+00,2.977058930e+00,2.976814125e+00,2.976814125e+00,-3.658076094e-05,9.181481032e-06,1.049706579e-05,4.017602313e-06
2.490000000e-07,3.000000000e+00,1.625581480e+00,1.625713162e+00,-3.519122556e-02,2.978766527e+00,2.978418004e+00,2.978418003e+00,2.978162344e+00,2.978162344e+00,-4.439587271e-05,1.154259442e-05,1.096250369e-05,4.326384806e-06
2.500000000e-07,3.000000000e+00,1.500000443e+00,1.500141791e+00,1.045380586e-01,2.979795606e+00,2.979458399e+00,2.979458399e+00,2.979213079e+00,2.979213079e+00,-5.520228978e-05,1.263479103e-05,1.050882429e-05,4.029952441e-06
2.510000000e-07,3.000000000e+00,1.374419404e+00,1.374577715e+00,2.835501269e-01,2.980892362e+00,2.980553299e+00,2.980553299e+00,2.980306411e+00,2.980306411e+00,-6.751295658e-05,1.445666687e-05,1.058195414e-05,4.073642573e-06
2.520000000e-07,3.000000000e+00,1.249333776e+00,1.249531498e+00,5.590021409e-01,2.982965445e+00,2.982591567e+00,2.982591566e+00,2.982312588e+00,2.982312587e+00,-7.956733336e-05,1.852294600e-05,1.197252932e-05,4.988490858e-06
2.530000000e-07,3.000000000e+00,1.125237612e+00,1.125481444e+00,9.486188319e-01,2.985040587e+00,2.984664461e+00,2.984664461e+00,2.984383087e+00,2.984383087e+00,-9.229966831e-05,2.325799374e-05,1.206038350e-05,5.054886347e-06
2.540000000e-07,3.000000000e+00,1.002620464e+00,1.002905185e+00,1.440340999e+00,2.959327744e+00,2.959936326e+00,2.959936346e+00,2.960562816e+00,2.960562828e+00,-1.116658673e-04,2.746951126e-05,-2.730324765e-05,-2.085969129e-05
2.550000000e-07,3.000000000e+00,8.819662454e-01,8.822681903e-01,1.975984483e+00,2.851601453e+00,2.855175690e+00,2.855175749e+00,2.858546232e+00,2.858546271e+00,-1.208137626e-04,2.931252170e-05,-1.458246580e-04,-9.915805744e-05
2.560000000e-07,3.000000000e+00,7.637511241e-01,7.640002633e-01,2.381395229e+00,2.644382423e+00,2.651662522e+00,2.651662596e+00,2.658478867e+00,2.658478916e+00,-9.374037619e-05,2.415017292e-05,-2.938556108e-04,-1.974090741e-04
2.570000000e-07,3.000000000e+00,6.484415400e-01,6.486274602e-01,2.631665216e+00,2.368121857e+00,2.378080316e+00,2.378080370e+00,2.387400986e+00,2.387401021e+00,-6.865314815e-05,1.794358217e-05,-4.007164477e-04,-2.686907073e-04
2.580000000e-07,3.000000000e+00,5.364927713e-01,5.366326134e-01,2.770696028e+00,2.052699289e+00,2.064225213e+00,2.064225245e+00,2.075013564e+00,2.075013585e+00,-5.013290284e-05,1.344771535e-05,-4.631011820e-04,-3.103127122e-04
2.590000000e-07,3.000000000e+00,4.283465255e-01,4.284584215e-01,2.844798658e+00,1.725771724e+00,1.737825001e+00,1.737825012e+00,1.749109238e+00,1.749109245e+00,-3.875087357e-05,1.076125111e-05,-4.838689140e-04,-3.241555643e-04
2.600000000e-07,3.000000000e+00,3.244296063e-01,3.245259289e-01,2.885852838e+00,1.417690664e+00,1.429137059e+00,1.429137046e+00,1.439859992e+00,1.439859984e+00,-3.183483230e-05,9.307823471e-06,-4.592849082e-04,-3.078097483e-04
2.610000000e-07,3.000000000e+00,2.251522132e-01,2.252393564e-01,2.910768358e+00,1.143854130e+00,1.154081297e+00,1.154081273e+00,1.163666606e+00,1.163666589e+00,-2.730626807e-05,8.489174356e-06,-4.102407669e-04,-2.750303284e-04
2.620000000e-07,3.000000000e+00,1.309059711e-01,1.309868301e-01,2.927685103e+00,9.099924147e-01,9.187588910e-01,9.187588617e-01,9.269780902e-01,9.269780705e-01,-2.398236097e-05,7.954996470e-06,-3.515778123e-04,-2.357620769e-04
2.630000000e-07,3.000000000e+00,4.206291758e-02,4.213861270e-02,2.940279538e+00,7.159860550e-01,7.232784248e-01,7.232783952e-01,7.301174263e-01,7.301174065e-01,-2.129846017e-05,7.527449177e-06,-2.924180718e-04,-1.961310060e-04
2.640000000e-07,3.000000000e+00,-4.102632429e-02,-4.095548114e-02,2.950174980e+00,5.584973224e-01,5.644293215e-01,5.644292942e-01,5.699937371e-01,5.699937188e-01,-1.901657931e-05,7.125341773e-06,-2.378443933e-04,-1.595540761e-04
2.650000000e-07,3.000000000e+00,-1.180337170e-01,-1.179677444e-01,2.958132053e+00,4.327347235e-01,4.374792310e-01,4.374792072e-01,4.419305049e-01,4.419304889e-01,-1.704169119e-05,6.715290329e-06,-1.902177785e-04,-1.276218644e-04
2.660000000e-07,3.000000000e+00,-1.886556018e-01,-1.885946367e-01,2.964575480e+00,3.335531160e-01,3.372993737e-01,3.372993536e-01,3.408145701e-01,3.408145567e-01,-1.532930925e-05,6.285161556e-06,-1.501876064e-04,-1.007755696e-04
2.670000000e-07,3.000000000e+00,-2.526131344e-01,-2.525573481e-01,2.969801267e+00,2.560749564e-01,2.590041615e-01,2.590041451e-01,2.617529901e-01,2.617529791e-01,-1.384736499e-05,5.831239711e-06,-1.174272053e-04,-7.880018140e-05
2.680000000e-07,3.000000000e+00,-3.096537390e-01,-3.096033074e-01,2.974047210e+00,1.959884048e-01,1.982617158e-01,1.982617026e-01,2.003952148e-01,2.003952060e-01,-1.256458712e-05,5.352805683e-06,-9.113070065e-05,-6.115788517e-05
2.690000000e-07,3.000000000e+00,-3.595526516e-01,-3.595077464e-01,2.977512889e+00,1.496462574e-01,1.514005201e-01,1.514005097e-01,1.530469977e-01,1.530469907e-01,-1.144932968e-05,4.850073058e-06,-7.032190577e-05,-4.719556193e-05
2.700000000e-07,3.000000000e+00,-4.021125361e-01,-4.020733217e-01,2.980364660e+00,1.140551566e-01,1.154030144e-01,1.154030063e-01,1.166681195e-01,1.166681141e-01,-1.047132580e-05,4.323550907e-06,-5.402971474e-05,-3.626276086e-05
2.710000000e-07,3.000000000e+00,-4.371659133e-01,-4.371325448e-01,2.982738217e+00,8.680862706e-02,8.784080004e-02,8.784079372e-02,8.880963868e-02,8.880963444e-02,-9.603445357e-06,3.774019622e-06,-4.137476018e-05,-2.777009436e-05
2.720000000e-07,3.000000000e+00,-4.645741817e-01,-4.645468030e-01,2.984741892e+00,6.600153822e-02,6.678996014e-02,6.678995525e-02,6.753002594e-02,6.753002266e-02,-8.822584743e-06,3.202442484e-06,-3.160366675e-05,-2.121240674e-05
2.730000000e-07,3.000000000e+00,-4.842289858e-01,-4.842077270e-01,2.986460633e+00,5.014211778e-02,5.074318257e-02,5.074317882e-02,5.130739515e-02,5.130739263e-02,-8.109926524e-06,2.610108497e-06,-2.409333485e-05,-1.617177397e-05
2.740000000e-07,3.000000000e+00,-4.960532061e-01,-4.960381811e-01,2.987960322e+00,3.807125725e-02,3.852880278e-02,3.852879990e-02,3.895830307e-02,3.895830114e-02,-7.450611043e-06,1.998550096e-06,-1.834034981e-05,-1.231047727e-05
2.750000000e-07,3.000000000e+00,-4.999998478e-01,-4.999911526e-01,2.989291662e+00,2.889437972e-02,2.924227485e-02,2.924227266e-02,2.956885033e-02,2.956884886e-02,-6.833242551e-06,1.369521108e-06,-1.394504767e-05,-9.360359652e-06
2.760000000e-07,3.000000000e+00,-4.960537336e-01,-4.960514438e-01,2.990493556e+00,2.192377659e-02,2.218806485e-02,2.218806318e-02,2.243615984e-02,2.243615872e-02,-6.249335304e-06,7.250301555e-07,-1.059371844e-05,-7.110912346e-06
2.770000000e-07,3.000000000e+00,-4.842298586e-01,-4.842340293e-01,2.991596025e+00,1.663222831e-02,1.683285993e-02,1.683285865e-02,1.702120037e-02,1.702119951e-02,-5.692667532e-06,6.715920021e-08,-8.042097318e-06,-5.398213088e-06
2.780000000e-07,3.000000000e+00,-4.645752594e-01,-4.645859220e-01,2.992622053e+00,1.261760144e-02,1.276982495e-02,1.276982398e-02,1.291272406e-02,1.291272341e-02,-5.158994174e-06,-6.016810478e-07,-6.101710254e-06,-4.095772205e-06
2.790000000e-07,3.000000000e+00,-4.371669036e-01,-4.371840665e-01,2.993589654e+00,9.573002084e-03,9.688445930e-03,9.688445193e-03,9.796819133e-03,9.796818638e-03,-4.645412670e-06,-1.279125924e-06,-4.627442311e-06,-3.106195094e-06
2.800000000e-07,3.000000000e+00,-4.021137761e-01,-4.021374231e-01,2.994512927e+00,7.264898659e-03,7.352418151e-03,7.352417591e-03,7.434577922e-03,7.434577546e-03,-4.150199031e-06,-1.962595019e-06,-3.508132086e-06,-2.354872603e-06
2.810000000e-07,3.000000000e+00,-3.595534683e-01,-3.595835597e-01,2.995403280e+00,5.515619327e-03,5.581948933e-03,5.581948508e-03,5.644217006e-03,5.644216721e-03,-3.672384762e-06,-2.649590184e-06,-2.658766166e-06,-1.784744165e-06
2.820000000e-07,3.000000000e+00,-3.096546870e-01,-3.096911578e-01,2.996269947e+00,4.190213469e-03,4.240470481e-03,4.240470159e-03,4.287650577e-03,4.287650361e-03,-3.211714991e-06,-3.337418935e-06,-2.014520975e-06,-1.352299595e-06
2.830000000e-07,3.000000000e+00,-2.526140255e-01,-2.526567865e-01,2.997120771e+00,3.186205415e-03,3.224275133e-03,3.224274888e-03,3.260014502e-03,3.260014338e-03,-2.768334621e-06,-4.023492089e-06,-1.526013004e-06,-1.024391833e-06
2.840000000e-07,3.000000000e+00,-1.886565971e-01,-1.887055349e-01,2.997962506e+00,2.425838532e-03,2.454669208e-03,2.454669023e-03,2.481735485e-03,2.481735361e-03,-2.342776755e-06,-4.705121422e-06,-1.155681686e-06,-7.758092300e-07
2.850000000e-07,3.000000000e+00,-1.180348126e-01,-1.180897894e-01,2.998801231e+00,1.850141157e-03,1.871968885e-03,1.871968745e-03,1.892461190e-03,1.892461095e-03,-1.935812354e-06,-5.379645304e-06,-8.749810808e-07,-5.873908830e-07
2.860000000e-07,3.000000000e+00,-4.102697962e-02,-4.108783411e-02,2.999642644e+00,1.414404008e-03,1.430924027e-03,1.430923921e-03,1.446433762e-03,1.446433690e-03,-1.548382962e-06,-6.044421145e-06,-6.622316758e-07,-4.445847521e-07
2.870000000e-07,3.000000000e+00,4.206221207e-02,4.199594369e-02,3.001190134e+00,1.097366704e-03,1.109416553e-03,1.109416463e-03,1.120737481e-03,1.120737421e-03,-1.307364580e-06,-6.668900091e-06,-4.831033829e-07,-3.245783934e-07
2.880000000e-07,3.000000000e+00,1.309052181e-01,1.308339207e-01,3.003894417e+00,8.776854153e-04,8.860585529e-04,8.860584792e-04,8.939340951e-04,8.939340458e-04,-1.169143933e-06,-7.260648214e-06,-3.358115619e-07,-2.259115310e-07
2.890000000e-07,3.000000000e+00,2.251514158e-01,2.250752837e-01,3.007674830e+00,7.297786076e-04,7.354180045e-04,7.354179498e-04,7.407283503e-04,7.407283136e-04,-1.039552725e-06,-7.838364105e-06,-2.263112939e-07,-1.524664590e-07
2.900000000e-07,3.000000000e+00,3.244288585e-01,3.243481056e-01,3.012448238e+00,6.347177119e-04,6.383414006e-04,6.383413602e-04,6.417603510e-04,6.417603240e-04,-9.190628339e-07,-8.399713818e-06,-1.455858886e-07,-9.832721229e-08
2.910000000e-07,3.000000000e+00,4.283457433e-01,4.282606025e-01,3.018128870e+00,5.781216856e-04,5.802755283e-04,5.802754988e-04,5.823153343e-04,5.823153146e-04,-8.081240627e-07,-8.942430526e-06,-8.673398033e-08,-5.886332905e-08
2.920000000e-07,3.000000000e+00,5.364919579e-01,5.364026796e-01,3.024628425e+00,5.490454853e-04,5.501450552e-04,5.501450341e-04,5.511956524e-04,5.511956383e-04,-7.071532982e-07,-9.464330487e-06,-4.453293999e-08,-3.056886204e-08
2.930000000e-07,3.000000000e+00,6.484406986e-01,6.483475498e-01,3.031856236e+00,5.391508896e-04,5.395129334e-04,5.395129187e-04,5.398714805e-04,5.398714706e-04,-6.165316643e-07,-9.963319269e-06,-1.502126580e-08,-1.078449583e-08
2.940000000e-07,3.000000000e+00,7.637501548e-01,7.636534183e-01,3.039719496e+00,5.420827105e-04,5.419488142e-04,5.419488043e-04,5.418419126e-04,5.418419060e-04,-5.366021411e-07,-1.043739826e-05,4.813904010e-09,2.512204605e-09
2.950000000e-07,3.000000000e+00,8.819652528e-01,8.818648280e-01,3.047128474e+00,5.350440163e-04,5.352349012e-04,5.352349077e-04,5.354221201e-04,5.354221243e-04,-4.875764507e-07,-1.092444092e-05,-8.170630407e-09,-5.884346963e-09
2.960000000e-07,3.000000000e+00,1.002619452e+00,1.002512047e+00,3.044975353e+00,3.571079026e-04,3.633758404e-04,3.633759618e-04,3.691689787e-04,3.691690587e-04,-6.301019202e-07,-1.174309261e-05,-2.510808872e-07,-1.658839377e-07
2.970000000e-07,3.000000000e+00,1.125236584e+00,1.125118078e+00,3.022051342e+00,-1.947173482e-04,-1.748332567e-04,-1.748329847e-04,-1.564261708e-04,-1.564259908e-04,-1.006344382e-06,-1.297586004e-05,-7.951888260e-07,-5.257525422e-07
2.980000000e-07,3.000000000e+00,1.249332737e+00,1.249204061e+00,2.979767040e+00,-1.198517414e-03,-1.161783847e-03,-1.161783510e-03,-1.127709537e-03,-1.127709313e-03,-3.943696548e-06,-1.411685639e-05,-1.468180886e-06,-9.724144038e-07
2.990000000e-07,3.000000000e+00,1.374418158e+00,1.374281480e+00,2.922583807e+00,-2.539559197e-03,-2.489814947e-03,-2.489814688e-03,-2.443587681e-03,-2.443587508e-03,-1.000555214e-05,-1.504229694e-05,-1.987280171e-06,-1.318328014e-06
3.000000000e-07,3.000000000e+00,1.499999557e+00,1.499850462e+00,2.838482433e+00,-4.515508304e-03,-4.442387362e-03,-4.442386895e-03,-4.374498639e-03,-4.374498330e-03,-1.618384324e-05,-1.640946697e-05,-2.920395296e-06,-1.935289964e-06
